Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-11-18 00:00:00,44.549079350189,44.7729440705417,42.5253437811985,43.4118461608887,587100,0,0
2013-11-19 00:00:00,43.8685364093527,43.8774894960477,40.5642906264304,41.012020111084,1682000,0,0
2013-11-20 00:00:00,41.1732011846605,41.1911107731661,39.3912398271628,39.9822425842285,1106900,0,0
2013-11-21 00:00:00,39.8479023869603,40.4299517657153,38.5405338250925,39.2121276855469,730200,0,0
2013-11-22 00:00:00,39.3106553410745,39.4897444260027,38.7286055673419,39.3912467956543,947600,0,0
2013-11-25 00:00:00,39.6509153650411,40.8508303177092,39.1315510269094,39.5613708496094,727300,0,0
2013-11-26 00:00:00,40.2956518368253,40.2956518368253,38.5405531544162,38.6838264465332,873700,0,0
2013-11-27 00:00:00,38.9972403838861,38.9972403838861,38.0570090780793,38.7196502685547,1153300,0,0
2013-11-29 00:00:00,38.2808738373621,39.2658774118444,38.2808738373621,38.7196502685547,949900,0,0
2013-12-02 00:00:00,38.5763672782837,39.1046846983379,37.1794503011976,38.6300926208496,5130700,0,0
2013-12-03 00:00:00,38.3256437027497,40.1613339305771,38.2360991710137,38.4151916503906,3239300,0,0
2013-12-04 00:00:00,37.9943165998476,38.1554994547552,37.2958598391842,37.4570426940918,2777700,0,0
2013-12-05 00:00:00,37.8599969832996,37.8599969832996,36.3824920123586,36.7585830688477,3380500,0,0
2013-12-06 00:00:00,36.4899665262664,36.7675601393827,36.3914654565831,36.4451942443848,4662300,0,0
2013-12-09 00:00:00,36.4451725715115,36.9555837964296,36.0332623577012,36.8749923706055,3074000,0,0
2013-12-10 00:00:00,36.7765014137183,38.3614642776316,36.749638736401,38.1107368469238,3289400,0,0
2013-12-11 00:00:00,37.8958231200761,38.5226450786669,37.6092765245897,38.0211868286133,3367300,0,0
2013-12-12 00:00:00,37.6182352395752,38.5942857939549,37.6092821515851,38.4778785705566,1770500,0,0
2013-12-13 00:00:00,38.4330850987321,39.2210896975375,38.4330850987321,38.728588104248,683800,0,0
2013-12-16 00:00:00,38.5136919474309,39.391244815818,37.7077808580438,39.1226043701172,1953900,0,0
2013-12-17 00:00:00,38.8897953250652,39.4002068219866,38.6480209187488,39.176342010498,1396700,0,0
2013-12-18 00:00:00,39.0867804245616,39.847919085679,38.5942753211161,39.6419639587402,1225200,0,0
2013-12-19 00:00:00,39.364373797694,39.8479224403832,39.2390100938646,39.803150177002,593000,0,0
2013-12-20 00:00:00,39.6688185869537,39.8031387544556,39.3195902505332,39.632999420166,2878600,0,0
2013-12-23 00:00:00,39.5524192919037,40.161331637475,38.9972357118491,39.9822425842285,773600,0,0
2013-12-24 00:00:00,40.0807389384389,40.3135601657953,39.6240564015546,39.9195594787598,304700,0,0
2013-12-26 00:00:00,40.1702889811765,40.3046057739251,39.7941944464899,40.0270156860352,513200,0,0
2013-12-27 00:00:00,40.0897001170041,40.268792601423,39.480787719523,39.9732894897461,393300,0,0
2013-12-30 00:00:00,39.8031669381886,40.1882147140404,39.4002095662615,39.5076637268066,381500,0,0
2013-12-31 00:00:00,39.606158389236,39.8479327732746,39.1852914893273,39.5703392028809,874200,0,0
2014-01-02 00:00:00,39.4718358351563,39.5613803721417,38.7465127883168,39.0867881774902,992900,0,0
2014-01-03 00:00:00,39.0151400496232,39.6867341566274,38.6569551595259,39.3643684387207,378400,0,0
2014-01-06 00:00:00,39.3733236978778,39.3822767826909,38.8360463796777,39.113639831543,597800,0,0
2014-01-07 00:00:00,37.7525526489233,39.3822878137372,37.7525526489233,39.2837867736816,1371300,0,0
2014-01-08 00:00:00,39.4180920946076,39.7225481870092,38.8629086611353,39.2927284240723,1407100,0,0
2014-01-09 00:00:00,39.3016975149441,39.6240633224171,39.2569252452185,39.5166091918945,1093500,0,0
2014-01-10 00:00:00,39.5524161418771,41.2627458409481,39.4180993626394,40.949333190918,2008600,0,0
2014-01-13 00:00:00,40.9224830033085,42.4805799796141,40.4747534374428,42.1223983764648,2278500,0,0
2014-01-14 00:00:00,42.22984338017,42.8835279950127,42.0059786456661,42.8029365539551,2338200,0,0
2014-01-15 00:00:00,42.9551647211155,44.0476222612604,42.3193863031415,42.5342979431152,1733000,0,0
2014-01-16 00:00:00,42.3373094359733,42.6954944785543,42.1224011431492,42.444766998291,1178700,0,0
2014-01-17 00:00:00,42.5522128580287,43.1969444427565,42.0865737597148,42.9820327758789,1572100,0,0
2014-01-21 00:00:00,44.2177506112534,44.2177506112534,42.9282879248135,43.1342430114746,1570400,0,0
2014-01-22 00:00:00,43.0805353189939,44.0207666356273,43.0536726406603,43.4387168884277,682200,0,0
2014-01-23 00:00:00,43.5909478721876,43.5909478721876,42.6059442599382,42.7313079833984,867600,0,0
2014-01-24 00:00:00,42.6417513659391,42.7223428026386,41.0388825496561,41.9432945251465,1417500,0,0
2014-01-27 00:00:00,40.4747454381767,42.9820298283141,40.4747454381767,41.728385925293,717800,0,0
