Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00,47.9995006939933,48.9154927517503,47.7459697964463,48.8664207458496,4641800,0,0
2010-01-05 00:00:00,49.5534193521811,50.0931990044146,49.2099215081182,49.3980293273926,8385500,0,0
2010-01-06 00:00:00,49.1690259628823,50.3221916371468,49.1690259628823,50.1995162963867,6449100,0,0
2010-01-07 00:00:00,50.4448701498942,52.1623498810531,50.0768378875479,52.064208984375,6028900,0,0
2010-01-08 00:00:00,52.0069672679833,52.3995340303962,51.5326138134991,52.293212890625,5270900,0,0
2010-01-11 00:00:00,52.5712907432542,53.0619985034835,52.2359730458006,52.5958251953125,4369600,0,0
2010-01-12 00:00:00,52.1787147235096,52.5958159342772,51.2218338235963,51.9006462097168,5813100,0,0
2010-01-13 00:00:00,52.1459873296123,53.1683004538138,51.9088137796813,53.1355857849121,5555800,0,0
2010-01-14 00:00:00,53.1192349322154,54.3705478450681,52.8984186768215,54.1579055786133,5137400,0,0
2010-01-15 00:00:00,54.2560529343059,54.9839436578922,53.6672074028194,54.5095901489258,7040100,0,0
2010-01-19 00:00:00,55.4664608075422,56.8322657087997,55.1147858564719,55.6627426147461,12115500,0,0
2010-01-20 00:00:00,56.734124503501,57.2493665562201,54.959389398097,55.3519592285156,14642100,0,0
2010-01-21 00:00:00,55.5155181343306,55.9080879066436,53.4218293211538,53.5690422058105,8138200,0,0
2010-01-22 00:00:00,53.8716555460821,54.6158940579783,50.9110432353462,53.2419090270996,6916000,0,0
2010-01-25 00:00:00,53.5281726356752,54.3542012259179,53.2991760933555,53.6099624633789,5771700,0,0
2010-01-26 00:00:00,53.1601374413665,53.2419210202619,52.2441482543945,52.2441482543945,7404900,0,0
2010-01-27 00:00:00,51.2872718136478,53.4300368428013,50.7965640273413,52.849365234375,9362400,0,0
2010-01-28 00:00:00,53.1601214781556,54.3623590699343,52.6203387880977,52.6857681274414,8125600,0,0
2010-01-29 00:00:00,52.726686614978,52.9556831654515,52.1051200924871,52.1133003234863,4598900,0,0
2010-02-01 00:00:00,52.424068173852,53.0619887690902,51.1972958784903,52.5058517456055,3976300,0,0
2010-02-02 00:00:00,52.7184743423508,53.3073258226364,52.3259077287745,53.2010078430176,4178500,0,0
2010-02-03 00:00:00,52.7757532560764,53.2664610202674,51.835229521403,52.399543762207,3813900,0,0
2010-02-04 00:00:00,51.827034478359,52.4649581332986,51.3445039628816,51.3853988647461,4609000,0,0
2010-02-05 00:00:00,51.1891055111723,51.5816721696313,49.3244131035315,50.4530410766602,8633700,0,0
2010-02-08 00:00:00,50.4039765268159,51.2463590255108,49.9705149359698,50.4203338623047,5380200,0,0
2010-02-09 00:00:00,50.8292615772154,50.9437598141,49.4307389299792,50.2567672729492,7747100,0,0
2010-02-10 00:00:00,50.2567549648951,50.3712531737387,47.8931749914046,49.0790519714355,10418700,0,0
2010-02-11 00:00:00,49.070877288968,49.5452306002857,48.5392748704006,49.4961585998535,5832300,0,0
2010-02-12 00:00:00,48.9318657431717,48.9482199638619,48.3021221719135,48.5229415893555,5727000,0,0
2010-02-16 00:00:00,48.4820365903178,48.7192132989437,46.6091667266136,47.8114013671875,9030900,0,0
2010-02-17 00:00:00,47.8850156894529,49.9623510485671,47.8850156894529,48.8255424499512,9182300,0,0
2010-02-18 00:00:00,48.3429985046387,48.9727418745232,47.6396486858107,48.3429985046387,6166400,0,0
2010-02-19 00:00:00,48.3511910500115,48.4738695440338,47.7541621601133,47.8195915222168,5993500,0,0
2010-02-22 00:00:00,47.7214375565582,48.8909606423141,47.3615854993422,48.6128921508789,8005200,0,0
2010-02-23 00:00:00,48.5147645841131,48.8746167402482,47.876843860105,48.26123046875,5930200,0,0
2010-02-24 00:00:00,48.5311125334065,49.373495184886,47.8441199174899,49.1853904724121,6493800,0,0
2010-02-25 00:00:00,48.9073166357392,50.3876228465092,48.4329663515252,50.2567672729492,15277300,0,0
2010-02-26 00:00:00,50.2895006090829,51.516273236413,50.2895006090829,50.6002807617188,7666100,0,0
2010-03-01 00:00:00,51.107316784814,51.9006271285113,50.0522922421395,50.7556419372559,6988200,0,0
2010-03-02 00:00:00,50.109552652803,51.4344656798679,50.0441233083342,50.6247978210449,5509600,0,0
2010-03-03 00:00:00,50.166801658992,51.2790755537735,49.9868740819412,51.0010070800781,4413200,0,0
2010-03-04 00:00:00,50.8946914347728,50.8946914347728,49.1281395057698,50.0768432617188,8895200,0,0
2010-03-05 00:00:00,50.1177201401106,50.9601056293026,50.0277563686572,50.9110336303711,4360700,0,0
2010-03-08 00:00:00,50.8129020678469,51.3199670037301,50.3957978000671,50.6738662719727,4424000,0,0
2010-03-09 00:00:00,50.3630844919979,50.7638282899865,50.1259078083802,50.240406036377,3654300,0,0
2010-03-10 00:00:00,50.0932212072015,51.4590267205501,50.0932212072015,51.0991744995117,6002200,0,0
2010-03-11 00:00:00,51.0418968824607,52.1214560632462,50.7638284195406,51.9742431640625,6307100,0,0
2010-03-12 00:00:00,52.3013937107719,52.3013937107719,50.8619791124825,51.1809425354004,5541500,0,0
2010-03-15 00:00:00,51.0827982555719,51.16458494817,49.5697803207039,50.314022064209,6408200,0,0
2010-03-16 00:00:00,50.2404138472193,50.7229443972548,49.6188474845414,50.6820526123047,4710100,0,0
2010-03-17 00:00:00,50.8292554900018,51.0173601594771,49.9132634649362,50.6575050354004,6469400,0,0
2010-03-18 00:00:00,50.4530472497525,52.5876343710114,49.7415202892281,52.1950645446777,10554100,0,0
2010-03-19 00:00:00,53.2173805236816,53.8471208732775,52.5467452694412,53.2173805236816,12464700,0,0
2010-03-22 00:00:00,53.331874828715,54.2478669637732,52.4404233784422,52.6612396240234,8654700,0,0
2010-03-23 00:00:00,52.644893281239,52.7757457545697,51.4753669324702,52.0233268737793,5986200,0,0
2010-03-24 00:00:00,51.7779636765357,52.4813104129347,51.5980360984711,51.8515701293945,5141200,0,0
2010-03-25 00:00:00,52.2604920283255,52.5549178276716,51.5326046377899,52.0069580078125,3414400,0,0
2010-03-26 00:00:00,52.1869007707092,52.2686843521834,51.5489769798048,51.5653343200684,3656500,0,0
2010-03-29 00:00:00,51.7697818224106,52.6530561091301,51.54896247077,52.4976692199707,4434200,0,0
2010-03-30 00:00:00,52.5467495436988,53.2828142093689,52.2114318893031,52.9066047668457,3618400,0,0
2010-03-31 00:00:00,53.2664354395822,53.3318647739693,52.5958003613267,52.6530494689941,5289300,0,0
